,Item,Group,tonnage,Pasture_m2,Arable_m2,Scarcity_weighted_water_l,ghg_food,ghg_feed,ghg_total,bd_opp_food,bd_opp_feed,bd_opp_total,bd_opp_food_err,bd_opp_feed_err,bd_opp_total_err,Cons,Cons_err,primary_tonnage
94,Other vegetables; fresh n.e.c.,Fruit and vegetables,2059498.0898667504,0.0,1407236059.9739811,69952328820.44112,1183779859.9559271,0.0,1183779859.9559271,0.10942527815601721,0.0,0.10942527815601721,0.07228413581162776,0.0,0.07228413581162776,2059498.0898667506,309587.90896259027,2082998.9153400806
95,Papayas,Fruit and vegetables,5303.44,0.0,1262118.0684074757,17612607.7619,9092366.663443428,0.0,9092366.663443428,0.00022331015613904164,0.0,0.00022331015613904164,7.361742058198311e-05,0.0,7.361742058198311e-05,5303.44,426.56427471762356,5303.973686734629
96,Peaches and nectarines,Fruit and vegetables,57842.909999999996,0.0,33765736.9745541,4059618857.9713,34280565.42572474,0.0,34280565.42572474,0.002684948190519084,0.0,0.002684948190519084,0.0004489001200068269,0.0,0.0004489001200068269,57842.909999999996,1287.5952093350613,57943.538975148884
97,Pears,Fruit and vegetables,118516.47,0.0,48005757.50958443,1958061994.1776001,68743933.88125664,0.0,68743933.88125664,0.0035993615201392348,0.0,0.0035993615201392348,0.0007411557250054571,0.0,0.0007411557250054571,118516.46999999999,6056.6030997769585,118570.52221307834
98,Peas; dry,"Legumes, beans, nuts",25275.90624098337,0.0,83964808.52220131,154622165.19458383,19768958.862747077,0.0,19768958.862747077,0.00039579656900602347,0.0,0.00039579656900602347,0.00011968430531710472,0.0,0.00011968430531710472,25275.90624098337,153.4578681007209,203550.54543126601
99,Peas; green,Fruit and vegetables,187171.70302438314,0.0,420065647.1780073,1134253620.67689,147963353.15903136,0.0,147963353.15903136,0.03955098572992115,0.0,0.03955098572992115,0.002987363069179279,0.0,0.002987363069179279,187171.70302438314,293.96626851782565,189484.91747522354
100,Pepper (Piper spp.); raw,Stimulants and spices,13519.89,0.0,95670485.44466956,286991144.1166,156484817.1071373,0.0,156484817.1071373,0.041977183870324494,0.0,0.041977183870324494,0.026859986602863116,0.0,0.026859986602863116,13519.890000000001,2911.4614952762713,13519.890000000001
101,Persimmons,Fruit and vegetables,5223.22,0.0,12232659.382128267,381548472.2245,2908606.5166698555,0.0,2908606.5166698555,0.0009444342412068814,0.0,0.0009444342412068814,0.00045785042686529993,0.0,0.00045785042686529993,5223.219999999999,631.0178954824418,5223.98444892703
102,Pigeon peas; dry,"Legumes, beans, nuts",21.505208035764205,0.0,190156.80681063313,342240.3660030837,20180.17087925321,0.0,20180.17087925321,2.2080619768954357e-05,0.0,2.2080619768954357e-05,1.2675076873539638e-05,0.0,1.2675076873539638e-05,21.505208035764202,1.6764741208639087,1447.1686505782977
103,Pineapples,Fruit and vegetables,167313.55000000002,0.0,28631173.044664603,757886487.2011,253937109.14852303,0.0,253937109.14852303,0.028450142814044104,0.0,0.028450142814044104,0.017969952488597465,0.0,0.017969952488597465,167313.55000000005,12699.939311452386,167313.55000000005
104,Pistachios; in shell,"Legumes, beans, nuts",5575.34,0.0,22534163.008072607,212571548.0853,-1688830.9391249754,0.0,-1688830.9391249754,0.0014191584763062826,0.0,0.0014191584763062826,0.0007838316163439683,0.0,0.0007838316163439683,5575.34,1206.823376585893,5575.34
105,Plantains and cooking bananas,Fruit and vegetables,33369.23,0.0,39674126.76738136,212209891.2478,29671366.213448092,0.0,29671366.213448092,0.023699334801041316,0.0,0.023699334801041316,0.009166422630579095,0.0,0.009166422630579095,33369.23,875.9381558078877,33369.82626882589
106,Plums and sloes,Fruit and vegetables,76256.86,0.0,60751903.570546396,4360487570.0435,77980267.08601934,0.0,77980267.08601934,0.014545790063966335,0.0,0.014545790063966335,0.001184278794407563,0.0,0.001184278794407563,76256.86,2398.525007701187,76694.68426154845
107,Pomelos and grapefruits,Fruit and vegetables,31016.739999999998,0.0,9992868.785219617,1699370673.0236,9288720.11625426,0.0,9288720.11625426,0.0018189404997541393,0.0,0.0018189404997541393,0.0004699377425015337,0.0,0.0004699377425015337,31016.74,2402.8180085847625,31016.74
108,Poppy seed,"Legumes, beans, nuts",299.92814855374456,0.0,5579970.096220906,13253688.22077534,369974.36567062576,0.0,369974.36567062576,0.0001978829521541776,0.0,0.0001978829521541776,7.70601388266235e-05,0.0,7.70601388266235e-05,299.92814855374456,74.47757677695947,696.7623086632243
109,Potatoes,"Grains, roots, starchy carbohydrates",4899109.717743458,0.0,1287242527.9371486,25057055489.06743,1949103021.6831489,0.0,1949103021.6831489,0.004639574899357113,0.0,0.004639574899357113,0.001419286243772106,0.0,0.001419286243772106,4899109.717743458,201698.3149571779,5839792.960156044
110,Pumpkins; squash and gourds,Fruit and vegetables,83061.32313261977,0.0,36811928.76927369,5072245728.310175,53330589.17983195,0.0,53330589.17983195,0.006824047264019255,0.0,0.006824047264019255,0.0021409702072360494,0.0,0.0021409702072360494,83061.32313261977,3471.488444761606,86711.06841111132
111,Quinces,Fruit and vegetables,841.99,0.0,447778.4874797277,49772331.9182,524561.7477812392,0.0,524561.7477812392,3.297899581792058e-05,0.0,3.297899581792058e-05,1.6222547940887997e-05,0.0,1.6222547940887997e-05,841.99,144.32940647550402,843.348687518501
112,Quinoa,"Grains, roots, starchy carbohydrates",820.0248722424664,0.0,6940098.435982062,19214128.97425225,968964.0647538202,0.0,968964.0647538202,0.0019394202809279906,0.0,0.0019394202809279906,0.0008268201502830609,0.0,0.0008268201502830609,820.0248722424662,126.13666798851307,3088.9342487085696
113,Rape or colza seed,"Legumes, beans, nuts",539132.2633143,0.0,2010637520.3312273,8030254636.928677,2058849430.3809476,0.0,2058849430.3809476,0.03623826700139294,0.0,0.03623826700139294,0.009029590146345252,0.0,0.009029590146345252,539132.2633143,39547.93904935451,2209627.9462152715
114,Raspberries,Fruit and vegetables,51628.16,0.0,42147382.72515088,2477650426.1734,69665932.67196035,0.0,69665932.67196035,0.0014678458722378381,0.0,0.0014678458722378381,0.00041093489641941787,0.0,0.00041093489641941787,51628.15999999999,8198.668711721028,51628.428994750655
115,Raw milk of cattle,Dairy and eggs,25700373.653522868,21211541524.372845,16744088367.69774,174829306721.22382,37903363803.15572,13731324471.702438,51634688274.85816,0.06975879300082544,0.3497628362158212,0.4195216292166466,0.02839793441276847,0.062408553464362984,0.09080648787713146,17347121.2,393388.9729421147,17347121.200000003
116,Rice,"Grains, roots, starchy carbohydrates",648955.48,0.0,1405664589.5327544,23125392584.302998,2381577051.8299246,0.0,2381577051.8299246,0.0877376356194145,0.0,0.0877376356194145,0.040053487834491544,0.0,0.040053487834491544,648955.4800000001,39818.43819961171,648955.4800000001
117,Safflower seed,"Legumes, beans, nuts",1556.6576109720477,0.0,22524040.376049574,37802422.78812753,8270019.749952065,0.0,8270019.749952065,0.0005073496249705766,0.0,0.0005073496249705766,0.0005154454188222582,0.0,0.0005154454188222582,1556.657610972048,708.7704968977465,3244.015689629532
118,Sesame seed,"Legumes, beans, nuts",11681.99,0.0,211022413.6246163,279333504.52390003,18973571.274673704,0.0,18973571.274673704,0.033433730256527815,0.0,0.033433730256527815,0.02984929611041703,0.0,0.02984929611041703,11681.989999999998,1719.2663282627911,13717.464745398218
119,Sour cherries,Fruit and vegetables,333.83,0.0,514526.56762433494,7347584.2217,423208.73349095683,0.0,423208.73349095683,3.250670749915228e-05,0.0,3.250670749915228e-05,4.98985063799987e-06,0.0,4.98985063799987e-06,333.83,88.18423972415535,352.4520686222965
120,Spinach,Fruit and vegetables,20040.267583195786,0.0,11454700.81564668,1212621316.8229318,12516879.280771393,0.0,12516879.280771393,0.0002643116578645963,0.0,0.0002643116578645963,5.380685485062603e-05,0.0,5.380685485062603e-05,20040.267583195793,170.93140559808498,20949.236712071433
121,Strawberries,Fruit and vegetables,177380.28999999998,0.0,63059935.418090135,5063516425.3713,224303613.3372486,0.0,224303613.3372486,0.0005387622973147709,0.0,0.0005387622973147709,0.0002876996659193714,0.0,0.0002876996659193714,177380.28999999998,1529.006136265796,177402.7666305175
122,Sugar beet,Sugar crops,8345877.289201984,0.0,1082488105.021474,58262075883.50612,12091529992.378448,0.0,12091529992.378448,0.003807290126739901,0.0,0.003807290126739901,0.0019089438853580483,0.0,0.0019089438853580483,8345877.289201984,337239.5219426878,8650140.224049402
123,Sugar cane,Sugar crops,3956748.122956313,0.0,542724337.0339748,60359315152.21406,11946282264.950333,0.0,11946282264.950333,0.14300972877528478,0.0,0.14300972877528478,0.08307345174135071,0.0,0.08307345174135071,3956748.122956312,246101.7610122209,4020932.952043291
124,Sunflower seed,"Legumes, beans, nuts",240200.7794950569,0.0,1077367254.8202453,5960647158.237924,316240018.0695844,0.0,316240018.0695844,0.009657961831461774,0.0,0.009657961831461774,0.007073698855746862,0.0,0.007073698855746862,240200.77949505692,44792.53839329723,708264.1806812137
125,Sweet potatoes,"Grains, roots, starchy carbohydrates",149412.97597588523,0.0,94445723.81090285,7440332797.622067,188476936.10940737,0.0,188476936.10940737,0.019361988930792575,0.0,0.019361988930792575,0.010367410441477902,0.0,0.010367410441477902,149412.9759758852,7735.748827866446,563136.1344444836
126,Tangerines; mandarins; clementines,Fruit and vegetables,285327.05,0.0,125127188.2815499,17716873944.512703,94717374.86480787,0.0,94717374.86480787,0.01740662562486997,0.0,0.01740662562486997,0.003318289606335928,0.0,0.003318289606335928,285327.05,4780.323131193825,285327.05
127,Taro,"Legumes, beans, nuts",785.9838732461191,0.0,938091.3450522494,13123504.362818869,799718.2528467946,0.0,799718.2528467946,0.001270378036233047,0.0,0.001270378036233047,0.0012154263518201062,0.0,0.0012154263518201062,785.983873246119,6.326846792287872,1338.299703176022
128,Tea leaves,Stimulants and spices,96658.46,0.0,102859784.52320667,1632584793.4435,722549655.0804555,0.0,722549655.0804555,0.056544926654406184,0.0,0.056544926654406184,0.020808516699144797,0.0,0.020808516699144797,96658.46,4540.710986488621,96658.63747431607
129,Tomatoes,Fruit and vegetables,1773265.46,0.0,220857579.82825938,94873857917.6302,3121772984.950798,0.0,3121772984.950798,0.0063397815009485214,0.0,0.0063397815009485214,0.0022287527758443975,0.0,0.0022287527758443975,1773265.4599999997,124171.4980939587,1776902.9748614058
130,Triticale,"Grains, roots, starchy carbohydrates",19722.191956794042,0.0,51144972.67938077,90097123.88229081,40006905.61527938,0.0,40006905.61527938,0.0003388513710898035,0.0,0.0003388513710898035,2.1141006184032554e-05,0.0,2.1141006184032554e-05,19722.191956794042,6.288296523646226,455540.35125804704
131,Vanilla; raw,Stimulants and spices,57.24,0.0,10524461.186829455,739298.3195,404683.3189185363,0.0,404683.3189185363,0.015220179426637281,0.0,0.015220179426637281,0.012737009867342754,0.0,0.012737009867342754,57.23999999999999,31.4812218903744,57.23999999999999
132,Walnuts; in shell,"Legumes, beans, nuts",11630.119999999999,0.0,32393385.540505372,487816248.92939997,9950154.398948712,0.0,9950154.398948712,0.002901456772364968,0.0,0.002901456772364968,0.0009473507537589318,0.0,0.0009473507537589318,11630.119999999999,1474.6014066068383,11630.119999999999
133,Watermelons,Fruit and vegetables,133993.31615220165,0.0,39561690.291719,5675617567.817694,149222812.2842478,0.0,149222812.2842478,0.011871171468650762,0.0,0.011871171468650762,0.005972210666889825,0.0,0.005972210666889825,133993.31615220167,5343.299676346032,138747.58763907527
134,Wheat,"Grains, roots, starchy carbohydrates",8410774.022487959,0.0,12247842336.909107,49452691505.40129,16839073880.693432,0.0,16839073880.693432,0.05428749081134442,0.0,0.05428749081134442,0.024511456935717005,0.0,0.024511456935717005,8410774.022487959,256473.29600600366,16664049.9537079
135,Yams,"Grains, roots, starchy carbohydrates",13465.880000000001,0.0,7529935.76234303,291841316.956,18742659.72615568,0.0,18742659.72615568,0.0012912564669618136,0.0,0.0012912564669618136,0.00025519959059912723,0.0,0.00025519959059912723,13465.880000000001,93.94040320273365,13760.447293423269
136,Yautia,"Grains, roots, starchy carbohydrates",280.10160847617317,0.0,234893.55404815543,8204692.562776156,236802.9851752798,0.0,236802.9851752798,0.00016214340506673906,0.0,0.00016214340506673906,0.00019165326153701353,0.0,0.00019165326153701353,280.10160847617317,178.33228960022595,495.1493872954186
