house,individ,size,sclass,lifestge,hhincome,child,region,age,sex,bmi,ethnicity,terageed,main_flag,num_adult,active_periods_th,area_code
487062,0,3,5,5,3,0,4,76,1,282,1,1,1,3,10,B44
769728,0,2,4,6,0,0,3,48,1,249,1,3,1,2,13,WA3
769728,1,2,4,6,0,0,3,40,2,351,1,2,0,2,13,WA3
470079,0,2,5,6,7,0,4,51,2,301,1,2,1,2,13,DY4
470079,1,2,5,6,7,0,4,63,1,319,1,2,0,2,13,DY4
81732,0,4,1,3,2,1,4,45,1,290,0,4,1,3,2,B70
316727,0,2,5,7,0,0,4,81,2,0,1,1,1,2,13,B33
316727,1,2,5,7,0,0,4,82,1,0,1,1,0,2,13,B33
475734,0,7,1,2,3,2,4,33,1,0,0,3,1,5,8,B13
475734,1,7,1,2,3,2,4,36,2,0,0,3,0,5,8,B13
475734,2,7,1,2,3,2,4,55,1,0,0,3,0,5,8,B13
188776,0,3,3,5,0,0,4,49,2,233,1,3,1,3,13,B30
188776,1,3,3,5,0,0,4,52,1,222,1,3,0,3,13,B30
410084,0,2,3,1,8,0,3,35,2,332,1,2,1,2,6,BL9
410084,1,2,3,1,8,0,3,39,1,282,1,3,0,2,6,BL9
769634,0,4,3,3,6,2,3,48,1,292,1,3,1,2,10,OL2
769634,1,4,3,3,6,2,3,58,2,303,1,2,0,2,10,OL2
816221,0,2,4,7,3,0,4,84,1,376,1,1,1,2,10,WS4
376990,0,3,1,4,3,1,3,48,1,0,1,3,1,2,12,BL6
829045,0,3,5,1,5,0,4,34,1,0,1,2,0,3,13,B14
456045,0,1,3,6,0,0,3,56,2,0,1,3,1,1,13,M27
130986,0,4,1,2,1,3,4,35,1,178,5,3,1,1,1,B25
827036,0,2,3,1,7,0,4,40,1,0,1,2,1,2,4,B73
288510,0,3,4,5,6,0,4,45,1,210,99,2,1,3,13,B26
288510,1,3,4,5,6,0,4,24,1,236,99,2,0,3,13,B26
288510,3,3,4,5,6,0,4,51,2,308,99,2,0,3,13,B26
755658,0,3,1,2,0,1,4,46,1,223,99,3,1,2,10,B73
65454,0,2,4,6,0,0,4,53,1,0,99,4,1,2,13,DY5
65454,1,2,4,6,0,0,4,59,2,0,99,4,0,2,13,DY5
800192,0,2,6,7,3,0,3,85,2,179,1,2,1,2,13,BL6
989361,0,3,5,1,4,0,4,41,1,0,1,2,1,3,4,B33
784086,0,2,6,6,0,0,4,64,1,304,1,2,1,2,13,B27
784086,1,2,6,6,0,0,4,34,1,341,1,3,0,2,13,B27
163481,0,3,3,2,4,1,4,36,1,424,99,3,1,2,5,B20
163481,1,3,3,2,4,1,4,43,2,215,99,3,0,2,5,B20
469069,0,2,5,6,3,0,3,52,1,293,1,2,1,2,13,M30
431480,0,9,4,2,0,6,3,39,1,210,0,3,1,3,13,BL4
431480,1,9,4,2,0,6,3,19,1,205,0,4,0,3,13,BL4
392614,0,3,3,5,0,0,3,62,2,273,1,3,1,3,13,M50
680196,0,4,3,5,6,0,4,49,2,0,1,2,1,4,12,B32
680196,1,4,3,5,6,0,4,47,1,0,1,3,0,4,12,B32
680196,2,4,3,5,6,0,4,20,1,0,1,4,0,4,12,B32
407742,0,6,3,3,7,4,4,35,1,208,99,3,1,2,8,WS1
348205,0,3,5,5,2,0,4,64,2,349,99,3,1,3,13,WS2
348205,1,3,5,5,2,0,4,62,1,235,99,2,0,3,13,WS2
348205,2,3,5,5,2,0,4,34,1,277,99,3,0,3,13,WS2
866036,0,1,4,1,4,0,3,44,2,313,99,2,1,1,12,M5
610872,0,4,3,2,8,2,3,47,1,263,1,3,1,2,0,BL4
433810,0,2,1,6,5,0,3,51,1,301,1,3,1,2,2,BL1
307435,0,4,5,2,6,2,4,43,1,348,1,2,1,2,13,B32
307435,3,4,5,2,6,2,4,36,2,292,1,3,0,2,13,B32
35147,0,1,4,1,3,0,3,31,1,244,3,3,1,1,3,WN1
474935,0,7,3,2,2,5,4,36,1,0,5,2,1,2,0,B8
720697,0,7,3,4,3,1,4,43,1,0,0,1,1,6,4,B36
720697,2,7,3,4,3,1,4,50,2,0,0,3,0,6,4,B36
156332,0,2,3,7,2,0,4,80,1,248,1,2,1,2,13,B91
156332,1,2,3,7,2,0,4,83,2,273,1,2,0,2,13,B91
654398,0,4,3,5,7,0,3,54,2,290,4,2,1,4,13,M16
654398,1,4,3,5,7,0,3,45,1,261,4,3,0,4,13,M16
654398,2,4,3,5,7,0,3,23,2,238,4,3,0,4,13,M16
717433,0,2,3,1,8,0,3,39,1,220,1,3,1,2,5,M6
717433,1,2,3,1,8,0,3,36,1,383,1,2,0,2,5,M6
334895,0,4,3,2,5,2,3,38,1,208,3,3,1,2,12,BL1
334895,1,4,3,2,5,2,3,40,2,0,3,3,0,2,12,BL1
390277,0,4,1,4,8,2,4,51,2,0,12,3,1,2,12,B20
390277,1,4,1,4,8,2,4,51,1,0,12,3,0,2,12,B20
279611,0,2,1,6,7,0,3,46,1,261,1,3,1,2,10,M24
279611,1,2,1,6,7,0,3,51,2,323,1,2,0,2,10,M24
726554,0,4,5,3,3,1,4,44,1,203,1,2,1,3,13,B26
726554,1,4,5,3,3,1,4,51,2,216,1,2,0,3,13,B26
605144,0,4,3,3,0,2,3,47,1,0,1,2,1,2,12,BL9
605144,1,4,3,3,0,2,3,48,2,0,1,2,0,2,12,BL9
324569,0,5,3,3,0,2,4,39,1,360,3,3,1,3,11,B67
324569,1,5,3,3,0,2,4,39,2,312,3,3,0,3,11,B67
324569,2,5,3,3,0,2,4,65,1,324,3,3,0,3,11,B67
682518,0,2,1,1,8,0,4,37,2,239,1,3,1,2,12,WV14
360029,0,4,3,3,3,2,4,43,2,260,5,3,1,2,13,WS1
360029,1,4,3,3,3,2,4,42,1,186,5,3,0,2,13,WS1
338033,0,7,5,3,3,5,3,45,1,276,13,3,1,2,13,BL5
338033,2,7,5,3,3,5,3,15,1,0,13,1,0,2,13,BL5
338033,3,7,5,3,3,5,3,14,1,0,13,1,0,2,13,BL5
551974,0,2,1,6,5,0,4,61,1,231,1,3,1,2,13,WS9
551974,1,2,1,6,5,0,4,63,2,249,1,2,0,2,13,WS9
266616,0,2,3,6,8,0,4,54,1,300,1,2,1,2,12,DY2
129646,0,3,1,3,5,1,3,34,1,228,1,3,1,2,8,M27
129646,1,3,1,3,5,1,3,37,2,0,1,3,0,2,8,M27
7344,0,1,3,7,2,0,4,75,1,208,1,2,1,1,13,B31
457924,0,4,6,2,0,3,3,31,1,0,5,3,1,1,13,OL11
659732,0,4,3,2,0,2,4,36,1,241,1,2,1,2,1,B23
529988,0,2,3,1,0,0,3,36,1,0,13,3,1,2,12,M28
529988,1,2,3,1,0,0,3,45,2,0,13,3,0,2,12,M28
14757,0,5,5,2,3,3,3,30,1,357,3,3,1,2,3,M22
109354,0,3,3,4,3,1,3,43,1,0,1,3,1,2,9,BL3
109354,1,3,3,4,3,1,3,47,2,0,1,2,0,2,9,BL3
853672,0,4,1,3,5,2,4,45,1,0,1,3,1,2,13,B74
853672,1,4,1,3,5,2,4,53,2,0,1,2,0,2,13,B74
215248,0,3,1,5,3,0,4,47,2,243,1,3,1,3,11,B14
785349,0,2,3,6,7,0,3,50,2,337,1,2,1,2,13,OL12
785349,1,2,3,6,7,0,3,46,2,313,1,2,0,2,13,OL12
724779,0,4,4,3,3,2,4,35,1,209,3,3,1,2,0,B24
959160,0,2,5,3,3,1,4,30,1,267,3,3,1,1,12,B98
732536,0,1,3,6,4,0,4,56,1,408,12,3,1,1,13,B7
134933,0,5,5,4,4,1,4,38,1,275,1,3,1,4,13,WS3
134933,1,5,5,4,4,1,4,18,1,0,1,4,0,4,13,WS3
134933,4,5,5,4,4,1,4,44,1,224,1,3,0,4,13,WS3
843525,0,4,1,3,8,2,4,48,2,286,4,3,1,2,11,B13
843525,1,4,1,3,8,2,4,38,1,295,4,3,0,2,11,B13
843525,2,4,1,3,8,2,4,15,2,0,4,4,0,2,11,B13
772932,0,6,5,3,3,1,4,45,1,0,6,4,1,5,10,B25
772932,1,6,5,3,3,1,4,52,2,0,6,3,0,5,10,B25
772932,2,6,5,3,3,1,4,19,1,0,6,3,0,5,10,B25
772932,3,6,5,3,3,1,4,18,2,0,6,2,0,5,10,B25
772932,4,6,5,3,3,1,4,16,1,0,6,2,0,5,10,B25
910767,0,3,5,3,4,2,4,36,1,0,3,3,1,1,0,B23
238465,0,3,1,5,7,0,3,56,1,0,12,3,1,3,6,OL8
238465,1,3,1,5,7,0,3,34,2,0,12,3,0,3,6,OL8
238465,2,3,1,5,7,0,3,32,2,0,12,3,0,3,6,OL8
856770,0,4,3,2,5,2,4,37,1,293,1,3,1,2,3,B72
364514,0,4,3,4,1,1,4,42,1,260,5,1,1,3,6,B65
364514,1,4,3,4,1,1,4,24,2,218,5,2,0,3,6,B65
935855,0,3,3,2,8,1,4,33,1,273,1,3,1,2,13,WS3
935855,1,3,3,2,8,1,4,34,2,241,1,3,0,2,13,WS3
259062,0,4,1,2,4,2,4,31,1,243,1,3,1,2,13,WS3
259062,1,4,1,2,4,2,4,32,2,260,1,3,0,2,13,WS3
250841,0,2,3,4,4,1,4,40,1,194,1,3,1,1,8,B23
125758,0,3,3,1,3,0,3,35,1,165,5,3,1,3,13,OL16
125758,1,3,3,1,3,0,3,66,2,0,5,2,0,3,13,OL16
125758,2,3,3,1,3,0,3,65,1,0,5,1,0,3,13,OL16
639636,0,3,4,5,5,0,4,69,2,316,1,1,1,3,8,B92
639636,2,3,4,5,5,0,4,36,1,0,1,2,0,3,8,B92
737363,0,3,3,2,2,2,3,32,1,432,1,3,1,1,2,M7
273356,0,2,5,6,3,0,3,63,1,252,1,2,1,2,13,OL4
273356,1,2,5,6,3,0,3,62,2,259,1,3,0,2,13,OL4
62620,0,6,5,3,5,2,4,26,2,206,13,3,1,4,0,B34
62620,2,6,5,3,5,2,4,49,1,356,13,2,0,4,0,B34
719782,0,4,1,3,8,2,3,44,1,276,16,3,1,2,6,M30
32818,0,4,4,3,1,2,4,37,1,260,1,3,1,2,11,B76
32818,1,4,4,3,1,2,4,38,2,261,1,3,0,2,11,B76
910908,0,2,3,4,3,1,3,48,1,287,1,2,1,1,13,M26
167472,0,3,3,3,4,1,4,41,2,252,0,3,1,2,7,B31
848422,0,2,3,1,5,0,4,36,1,189,1,3,1,2,4,B27
848422,1,2,3,1,5,0,4,39,2,214,1,2,0,2,4,B27
470013,0,1,3,1,0,0,3,42,2,0,1,3,1,1,0,BL4
858705,0,4,5,4,4,2,4,47,1,248,3,3,1,2,13,B24
858705,1,4,5,4,4,2,4,42,2,271,3,3,0,2,13,B24
389282,0,3,3,5,6,0,4,51,1,0,1,1,1,3,13,B36
389282,1,3,3,5,6,0,4,24,1,0,1,3,0,3,13,B36
38229,0,1,5,6,1,0,3,62,1,0,1,2,1,1,12,M27
173107,0,5,1,2,0,3,3,37,1,209,5,3,1,2,13,OL12
173107,1,5,1,2,0,3,3,41,2,286,5,3,0,2,13,OL12
338289,0,2,5,6,0,0,4,50,2,0,1,3,1,2,9,B37
452124,0,5,5,3,0,2,4,47,2,268,5,3,1,3,8,B28
452124,1,5,5,3,0,2,4,39,1,257,5,3,0,3,8,B28
452124,2,5,5,3,0,2,4,16,1,0,5,4,0,3,8,B28
452124,3,5,5,3,0,2,4,14,2,0,5,4,0,3,8,B28
288506,2,5,6,5,0,0,4,57,1,419,10,2,0,5,1,B23
288506,4,5,6,5,0,0,4,22,1,216,10,4,0,5,1,B23
254580,0,2,3,1,6,0,4,32,1,312,8,3,1,2,6,B43
254580,1,2,3,1,6,0,4,33,2,273,8,2,0,2,6,B43
249968,0,3,5,3,1,1,3,48,1,307,1,1,1,2,0,OL2
249968,1,3,5,3,1,1,3,24,2,358,1,2,0,2,0,OL2
97533,0,2,3,6,0,0,3,60,1,291,1,2,1,2,12,OL4
83570,0,2,4,1,2,0,4,26,1,0,5,2,1,2,0,DY1
83570,1,2,4,1,2,0,4,33,2,0,5,4,0,2,0,DY1
375524,0,4,3,5,6,0,4,53,1,0,1,2,1,4,9,B48
569007,0,3,3,5,0,0,3,52,1,0,1,3,1,3,13,OL1
927764,0,4,1,4,3,2,3,38,1,204,13,3,1,2,5,M28
927764,1,4,1,4,3,2,3,39,2,307,13,3,0,2,5,M28
504601,0,4,3,5,3,0,3,45,2,0,5,3,1,4,13,M19
504601,1,4,3,5,3,0,3,47,1,0,5,3,0,4,13,M19
504601,2,4,3,5,3,0,3,25,2,0,5,3,0,4,13,M19
504601,3,4,3,5,3,0,3,19,2,0,5,3,0,4,13,M19
880282,0,3,1,3,0,1,3,42,1,0,15,3,1,2,12,M9
41280,0,6,4,5,2,0,4,52,1,234,5,2,1,6,12,B66
41280,2,6,4,5,2,0,4,57,2,260,5,2,0,6,12,B66
41280,4,6,4,5,2,0,4,24,2,249,5,4,0,6,12,B66
518066,0,2,5,6,5,0,3,56,2,197,1,2,1,2,12,BL6
240822,0,6,4,2,0,2,3,64,1,378,1,1,1,4,12,BL4
240822,1,6,4,2,0,2,3,29,1,317,1,2,0,4,12,BL4
240822,2,6,4,2,0,2,3,61,2,255,1,1,0,4,12,BL4
981967,0,3,5,3,0,1,3,37,1,0,5,2,1,2,11,BL3
981967,1,3,5,3,0,1,3,37,2,0,5,2,0,2,11,BL3
895687,0,3,5,1,7,0,3,26,2,0,1,2,1,3,13,OL12
895687,1,3,5,1,7,0,3,63,1,249,1,2,0,3,13,OL12
895687,2,3,5,1,7,0,3,23,2,0,1,2,0,3,13,OL12
618392,0,1,6,1,1,0,4,36,1,0,1,3,1,1,1,B45
679962,0,8,3,3,3,6,4,43,1,257,4,2,1,2,11,B26
679962,1,8,3,3,3,6,4,43,2,0,4,2,0,2,11,B26
992962,0,4,3,1,6,0,3,44,1,335,1,1,1,4,8,OL14
679514,0,1,3,6,6,0,4,54,2,233,4,3,1,1,13,WS10
219741,0,5,3,5,0,0,3,51,1,280,1,3,1,5,13,M6
219741,1,5,3,5,0,0,3,51,2,280,1,3,0,5,13,M6
219741,3,5,3,5,0,0,3,21,1,0,1,3,0,5,13,M6
331812,0,4,3,1,0,0,3,28,2,0,4,3,1,4,13,BL3
331812,1,4,3,1,0,0,3,70,2,105,4,1,0,4,13,BL3
331812,2,4,3,1,0,0,3,24,1,121,4,3,0,4,13,BL3
331812,3,4,3,1,0,0,3,62,1,0,4,1,0,4,13,BL3
635420,0,1,5,1,4,0,4,33,2,282,1,3,1,1,13,DY4
675723,0,4,1,4,8,1,3,51,1,242,1,3,1,3,1,M38
338990,0,3,3,1,4,0,3,30,2,315,6,3,1,3,6,OL9
752121,0,4,1,4,5,1,4,41,1,0,4,3,1,3,8,WS5
263124,0,1,1,1,4,0,4,42,2,268,6,3,1,1,8,B42
478156,0,3,6,1,2,0,4,40,1,0,5,3,1,3,2,B10
478156,2,3,6,1,2,0,4,38,2,0,5,3,0,3,2,B10
665258,0,2,5,4,2,1,4,48,1,224,1,3,1,1,13,B24
182045,0,4,1,3,6,2,3,41,1,0,1,3,1,2,11,SK4
182045,1,4,1,3,6,2,3,42,2,0,1,3,0,2,11,SK4
656655,0,1,4,6,2,0,3,63,2,275,1,2,1,1,12,OL12
983739,0,2,5,1,2,0,3,40,2,261,1,3,1,2,13,OL6
983739,1,2,5,1,2,0,3,51,1,0,1,3,0,2,13,OL6
684259,0,4,6,1,1,0,4,29,2,0,1,3,1,4,12,B69
684259,1,4,6,1,1,0,4,58,2,0,1,1,0,4,12,B69
684259,2,4,6,1,1,0,4,59,1,0,1,1,0,4,12,B69
684259,3,4,6,1,1,0,4,24,2,0,1,2,0,4,12,B69
388981,0,2,1,7,4,0,4,78,1,237,1,3,1,2,8,B93
937050,0,4,3,2,2,2,4,32,1,236,6,3,1,2,12,B8
937050,1,4,3,2,2,2,4,35,2,234,6,3,0,2,12,B8
867237,0,4,3,5,8,0,3,52,1,207,1,3,1,4,13,M33
867237,1,4,3,5,8,0,3,52,2,238,1,3,0,4,13,M33
867237,2,4,3,5,8,0,3,22,1,186,1,2,0,4,13,M33
561781,0,3,3,5,7,0,3,59,2,298,99,3,1,3,9,M18
140743,0,1,3,7,3,0,3,69,2,231,1,1,1,1,13,M33
87786,0,9,3,2,6,1,4,24,1,201,5,3,1,8,5,B67
87786,1,9,3,2,6,1,4,51,2,0,5,2,0,8,5,B67
87786,2,9,3,2,6,1,4,48,1,0,5,2,0,8,5,B67
87786,3,9,3,2,6,1,4,27,2,0,5,3,0,8,5,B67
87786,4,9,3,2,6,1,4,27,2,0,5,3,0,8,5,B67
87786,5,9,3,2,6,1,4,18,1,0,5,4,0,8,5,B67
977485,0,2,3,1,7,0,3,32,1,270,1,3,1,2,13,BL1
977485,1,2,3,1,7,0,3,40,2,187,1,3,0,2,13,BL1
35679,0,1,3,1,4,0,3,37,2,275,10,3,1,1,13,M4
763880,0,4,1,3,5,2,4,41,1,252,1,3,1,2,11,B92
763880,1,4,1,3,5,2,4,46,2,229,1,3,0,2,11,B92
989687,0,4,3,4,4,1,4,54,2,230,4,3,1,3,10,B36
989687,1,4,3,4,4,1,4,50,1,246,4,3,0,3,10,B36
989687,2,4,3,4,4,1,4,24,2,192,4,3,0,3,10,B36
425166,0,2,4,6,8,0,3,56,1,281,99,3,1,2,11,WA15
757197,0,3,1,3,8,1,4,36,1,318,1,3,1,2,2,DY3
757197,2,3,1,3,8,1,4,38,2,241,1,3,0,2,2,DY3
475738,0,2,1,6,8,0,4,48,1,301,99,2,1,2,13,DY5
475738,1,2,1,6,8,0,4,55,2,329,99,2,0,2,13,DY5
554978,0,1,3,6,3,0,3,62,1,226,99,1,1,1,13,M18
939399,0,1,6,7,1,0,3,75,2,222,99,3,1,1,13,OL2
84419,0,5,5,2,2,3,3,32,2,284,1,2,1,2,1,M30
794314,0,2,6,1,2,0,4,33,2,0,99,2,1,2,0,WS2
794314,1,2,6,1,2,0,4,34,2,0,99,2,0,2,0,WS2
621334,0,5,3,3,4,2,4,36,1,291,99,3,1,3,9,B61
621334,2,5,3,3,4,2,4,36,2,311,99,2,0,3,9,B61
123755,0,2,3,6,5,0,3,46,1,182,99,3,1,2,8,M33
123755,1,2,3,6,5,0,3,17,1,182,99,4,0,2,8,M33
925695,0,4,4,1,5,0,3,41,1,0,99,1,1,4,10,M9
549193,0,2,3,6,0,0,4,60,1,287,1,2,1,2,2,B42
182392,0,3,5,4,3,1,4,48,1,257,1,2,1,2,12,B68
182392,1,3,5,4,3,1,4,52,2,239,1,2,0,2,12,B68
182392,2,3,5,4,3,1,4,14,1,0,1,4,0,2,12,B68
451393,0,6,5,3,3,4,3,45,1,0,0,3,1,2,13,OL11
451393,1,6,5,3,3,4,3,44,2,0,0,3,0,2,13,OL11
451393,2,6,5,3,3,4,3,14,1,0,0,4,0,2,13,OL11
648124,0,4,3,3,2,2,4,35,1,243,99,2,1,2,13,WS1
648124,1,4,3,3,2,2,4,39,2,265,99,3,0,2,13,WS1
158823,0,3,1,3,7,1,3,42,1,252,99,3,1,2,10,BL6
158823,1,3,1,3,7,1,3,44,2,226,99,3,0,2,10,BL6
984280,0,4,3,2,4,2,4,29,1,0,1,3,1,2,13,WS1
984280,1,4,3,2,4,2,4,33,2,0,1,2,0,2,13,WS1
220684,0,1,3,6,4,0,3,49,2,303,0,3,1,1,2,M23
216937,0,5,5,3,0,3,4,35,1,0,5,3,1,2,9,B20
750804,0,4,3,5,5,0,4,55,2,0,1,3,1,4,13,B68
750804,1,4,3,5,5,0,4,47,1,0,1,2,0,4,13,B68
750804,2,4,3,5,5,0,4,22,1,0,1,4,0,4,13,B68
750804,3,4,3,5,5,0,4,17,1,0,1,4,0,4,13,B68
716536,0,1,3,6,3,0,4,52,1,240,0,2,1,1,8,B70
363095,0,3,1,5,4,0,4,60,2,277,1,2,1,3,13,B63
363095,1,3,1,5,4,0,4,62,1,314,1,2,0,3,13,B63
363095,2,3,1,5,4,0,4,20,1,280,1,4,0,3,13,B63
600828,0,4,3,5,6,0,4,48,1,216,4,3,1,4,13,B74
600828,1,4,3,5,6,0,4,53,2,219,4,3,0,4,13,B74
600828,2,4,3,5,6,0,4,21,2,220,4,4,0,4,13,B74
368981,0,5,3,3,8,3,3,48,2,228,4,3,1,2,8,M18
368981,1,5,3,3,8,3,3,47,1,263,4,3,0,2,8,M18
409779,0,3,3,4,2,2,4,47,1,334,1,2,1,1,13,B78
409779,1,3,3,4,2,2,4,14,1,0,1,4,0,1,13,B78
98750,0,2,3,7,2,0,4,74,2,277,1,2,1,2,12,B63
98750,1,2,3,7,2,0,4,80,1,0,1,1,0,2,12,B63
900557,0,6,4,4,3,3,4,49,1,0,99,3,1,3,13,B27
900557,1,6,4,4,3,3,4,52,2,0,99,2,0,3,13,B27
900557,2,6,4,4,3,3,4,20,1,0,99,3,0,3,13,B27
132828,0,5,5,2,0,3,4,36,1,0,99,3,1,2,13,B11
132828,1,5,5,2,0,3,4,37,2,0,99,3,0,2,13,B11
586000,0,1,1,6,8,0,3,57,1,252,99,3,1,1,12,OL2
322514,0,2,3,7,4,0,4,76,1,205,1,2,1,2,4,CV7
322514,1,2,3,7,4,0,4,82,2,256,1,2,0,2,4,CV7
25336,0,3,3,5,4,0,4,69,2,0,99,3,1,3,10,B91
25336,1,3,3,5,4,0,4,68,1,0,99,3,0,3,10,B91
25336,4,3,3,5,4,0,4,26,1,0,99,3,0,3,10,B91
312579,0,1,5,6,1,0,3,62,2,123,0,3,1,1,13,M14
579621,0,1,3,6,3,0,3,49,2,362,1,3,1,1,13,M26
774262,0,1,3,6,2,0,4,55,1,287,1,3,1,1,13,B70
39933,0,3,1,3,5,1,3,42,1,230,15,3,1,2,7,WA15
39933,1,3,1,3,5,1,3,46,2,248,15,3,0,2,7,WA15
418341,0,4,1,5,2,0,4,54,1,289,5,3,1,4,13,B11
418341,1,4,1,5,2,0,4,21,2,0,5,4,0,4,13,B11
240353,0,5,3,3,0,3,4,39,1,205,8,3,1,2,11,B73
3820,0,1,3,6,0,0,3,63,1,244,1,2,1,1,12,SK4
337298,0,5,5,5,3,0,4,46,2,248,5,3,1,5,13,B6
337298,1,5,5,5,3,0,4,44,1,238,5,2,0,5,13,B6
337298,3,5,5,5,3,0,4,19,1,188,5,4,0,5,13,B6
337298,4,5,5,5,3,0,4,17,1,206,5,4,0,5,13,B6
104849,0,2,3,6,5,0,4,60,1,319,1,2,1,2,11,B38
881584,0,3,1,2,3,1,4,37,1,215,1,3,1,2,13,B32
881584,1,3,1,2,3,1,4,39,2,273,1,3,0,2,13,B32
835557,0,1,3,6,3,0,4,46,1,339,1,3,1,1,13,B69
957502,0,2,3,7,2,0,4,80,1,183,1,1,1,2,13,DY5
957502,1,2,3,7,2,0,4,82,2,234,1,1,0,2,13,DY5
6423,0,2,5,1,6,0,3,33,1,280,3,3,1,2,4,M18
6423,1,2,5,1,6,0,3,30,2,226,3,2,0,2,4,M18
672370,0,1,3,6,3,0,4,55,1,236,1,2,1,1,13,B14
737503,0,3,3,4,6,1,4,37,2,248,1,2,1,2,13,B69
737503,1,3,3,4,6,1,4,31,1,292,1,3,0,2,13,B69
543533,0,3,4,4,4,1,3,41,1,335,3,3,1,2,12,M24
543533,1,3,4,4,4,1,3,42,2,250,3,2,0,2,12,M24
532243,0,1,3,6,3,0,3,54,1,240,3,3,1,1,2,M16
744692,0,6,3,3,8,4,4,42,1,241,5,3,1,2,12,B36
744692,1,6,3,3,8,4,4,45,2,262,5,3,0,2,12,B36
855885,0,1,5,6,3,0,4,53,1,291,1,1,1,1,13,DY1
588996,0,6,5,3,1,2,4,37,1,319,0,4,1,4,10,B8
588996,1,6,5,3,1,2,4,42,2,240,0,1,0,4,10,B8
588996,2,6,5,3,1,2,4,18,2,230,0,4,0,4,10,B8
668719,0,5,5,1,3,0,4,28,1,0,1,2,1,5,12,WV13
668719,1,5,5,1,3,0,4,54,1,0,1,2,0,5,12,WV13
668719,2,5,5,1,3,0,4,58,2,0,1,2,0,5,12,WV13
668719,3,5,5,1,3,0,4,22,2,0,1,3,0,5,12,WV13
589641,0,4,3,2,4,2,3,35,1,0,1,3,1,2,6,M30
589641,1,4,3,2,4,2,3,35,2,0,1,3,0,2,6,M30
498280,0,2,5,1,4,0,4,42,1,188,1,3,1,2,13,DY4
498280,1,2,5,1,4,0,4,44,2,227,1,3,0,2,13,DY4
131336,0,4,5,5,2,0,3,49,2,328,3,2,1,4,13,M15
131336,1,4,5,5,2,0,3,50,2,247,3,1,0,4,13,M15
131336,2,4,5,5,2,0,3,19,2,270,3,2,0,4,13,M15
131336,3,4,5,5,2,0,3,17,2,263,3,1,0,4,13,M15
853349,0,4,3,4,4,1,3,43,1,294,5,3,1,3,11,M8
853349,1,4,3,4,4,1,3,47,2,285,5,3,0,3,11,M8
853349,2,4,3,4,4,1,3,21,1,170,5,4,0,3,11,M8
853349,3,4,3,4,4,1,3,14,2,0,5,4,0,3,11,M8
276737,0,5,5,4,3,1,4,38,1,397,1,2,1,4,9,B69
227183,0,2,3,7,2,0,3,77,2,313,1,1,1,2,13,BL1
227183,1,2,3,7,2,0,3,68,1,0,1,3,0,2,13,BL1
538673,0,4,5,3,3,2,4,35,2,329,3,3,1,2,3,B66
538673,1,4,5,3,3,2,4,33,1,221,3,3,0,2,3,B66
542043,0,1,5,1,3,0,4,32,1,280,1,3,1,1,10,WS3
659486,0,3,3,3,2,1,4,49,1,0,1,3,1,2,13,DY5
659486,2,3,3,3,2,1,4,55,2,0,1,2,0,2,13,DY5
737296,0,3,3,3,3,1,4,35,1,208,3,3,1,2,12,B61
737296,1,3,3,3,3,1,4,51,2,243,3,3,0,2,12,B61
994347,0,3,4,2,0,2,3,34,1,0,0,3,1,1,11,M18
994347,1,3,4,2,0,2,3,15,1,0,0,4,0,1,11,M18
274901,0,3,6,3,0,2,3,43,1,0,1,2,1,1,13,M27
653839,0,1,3,6,3,0,4,62,2,241,5,3,1,1,13,B8
58070,0,2,3,6,5,0,3,58,1,281,1,3,1,2,8,M26
58070,1,2,3,6,5,0,3,74,2,339,1,2,0,2,8,M26
936937,0,1,3,6,5,0,4,63,2,253,4,3,1,1,13,B68
192785,0,4,3,3,3,2,3,34,1,321,5,3,1,2,3,BL9
75215,0,4,1,3,4,2,4,42,1,250,6,3,1,2,13,DY1
75215,1,4,1,3,4,2,4,43,2,0,6,3,0,2,13,DY1
645167,0,4,3,2,5,2,3,41,1,0,1,2,1,2,13,M19
645167,2,4,3,2,5,2,3,46,2,0,1,2,0,2,13,M19
835765,0,4,3,3,6,2,4,44,1,415,11,4,1,2,12,B61
835765,1,4,3,3,6,2,4,43,2,0,11,3,0,2,12,B61
303238,0,2,1,1,8,0,3,37,2,232,1,3,1,2,11,SK4
303238,1,2,1,1,8,0,3,35,1,202,1,3,0,2,11,SK4
708676,0,4,5,3,3,1,4,46,1,231,3,3,1,3,5,B31
708676,1,4,5,3,3,1,4,51,2,249,3,2,0,3,5,B31
708676,2,4,5,3,3,1,4,16,1,0,3,4,0,3,5,B31
828117,0,5,3,4,2,1,4,38,1,0,99,0,1,4,5,B20
42449,0,1,3,6,0,0,4,53,2,446,0,2,1,1,13,B24
856882,0,4,3,3,3,2,4,47,2,258,4,3,1,2,11,B16
856882,4,4,3,3,3,2,4,36,1,0,4,2,0,2,11,B16
978947,0,4,4,3,2,2,4,36,1,329,1,3,1,2,8,B25
978947,1,4,4,3,2,2,4,41,2,324,1,2,0,2,8,B25
715943,0,5,3,4,6,2,3,38,1,194,1,2,1,3,11,BL9
715943,1,5,3,4,6,2,3,42,2,219,1,2,0,3,11,BL9
715943,2,5,3,4,6,2,3,17,2,135,1,2,0,3,11,BL9
715943,3,5,3,4,6,2,3,14,1,0,1,2,0,3,11,BL9
158039,0,4,3,5,4,0,4,56,1,240,1,2,1,4,13,WV14
