house,individ,size,sclass,lifestge,hhincome,child,region,age,sex,bmi,ethnicity,terageed,main_flag,num_adult,active_periods_th,area_code
930606,0,3,3,5,7,0,4,68,2,281,4,3,1,3,13,B20
930606,1,3,3,5,7,0,4,67,1,239,4,3,0,3,13,B20
930606,3,3,3,5,7,0,4,35,2,245,4,3,0,3,13,B20
290051,0,1,4,7,2,0,3,82,2,328,1,1,1,1,12,M26
738957,0,4,4,5,4,0,4,50,1,271,1,2,1,4,13,WS4
738957,1,4,4,5,4,0,4,58,2,248,1,3,0,4,13,WS4
738957,2,4,4,5,4,0,4,20,2,0,1,2,0,4,13,WS4
706733,0,4,3,4,4,1,4,67,1,251,0,2,1,3,13,B31
706733,1,4,3,4,4,1,4,71,2,252,0,2,0,3,13,B31
60969,0,6,3,3,0,1,4,51,2,191,5,3,0,5,13,B11
60969,1,6,3,3,0,1,4,43,1,225,5,2,1,5,13,B11
716661,0,1,6,7,0,0,4,76,1,223,1,1,1,1,8,B78
628496,1,1,3,7,2,0,4,75,1,232,1,2,1,1,13,B25
909797,0,2,4,7,2,0,3,74,1,307,1,2,1,2,1,M40
909797,1,2,4,7,2,0,3,38,2,418,1,2,0,2,1,M40
360565,2,1,3,6,6,0,4,53,2,296,1,2,1,1,13,B42
953894,0,2,3,7,3,0,3,74,1,264,1,2,1,2,13,OL9
953894,1,2,3,7,3,0,3,75,2,332,1,1,0,2,13,OL9
303460,0,2,1,6,7,0,4,59,2,332,1,3,1,2,13,B26
303460,1,2,1,6,7,0,4,60,1,271,1,3,0,2,13,B26
723098,1,2,3,7,0,0,3,79,2,149,1,1,0,2,3,OL10
312997,0,1,3,7,2,0,4,84,1,255,1,2,1,1,11,B60
849354,1,2,5,7,3,0,4,78,2,366,1,1,1,2,11,B37
849354,2,2,5,7,3,0,4,53,1,349,1,3,0,2,11,B37
831029,0,3,4,4,7,1,4,59,2,301,12,2,1,2,13,WV13
831029,1,3,4,4,7,1,4,54,1,324,12,2,0,2,13,WV13
236359,0,1,3,6,2,0,3,60,1,0,1,2,1,1,11,OL11
986290,0,2,4,7,4,0,3,68,1,291,1,2,1,2,13,M24
986290,1,2,4,7,4,0,3,61,2,273,1,1,0,2,13,M24
124175,0,5,4,2,0,1,3,61,1,0,99,3,1,4,10,WA15
124175,1,5,4,2,0,1,3,70,2,0,99,2,0,4,10,WA15
754774,0,1,1,7,2,0,3,72,1,278,1,2,1,1,13,M23
995662,0,2,3,6,5,0,3,60,1,0,1,2,1,2,12,M24
995662,1,2,3,6,5,0,3,66,2,229,1,1,0,2,12,M24
484515,0,3,5,5,3,0,3,57,1,262,1,2,1,3,13,M44
484515,1,3,5,5,3,0,3,61,2,238,1,1,0,3,13,M44
823932,0,4,3,5,5,0,4,59,1,345,12,2,1,4,13,WS5
823932,2,4,3,5,5,0,4,28,2,228,12,3,0,4,13,WS5
586898,0,1,5,7,2,0,4,65,1,319,1,3,1,1,10,B92
227223,0,2,3,7,2,0,4,73,1,267,1,1,1,2,13,B65
227223,1,2,3,7,2,0,4,75,2,258,1,1,0,2,13,B65
861278,0,5,4,2,6,2,4,54,1,236,1,2,1,3,7,B23
861278,1,5,4,2,6,2,4,59,2,0,1,2,0,3,7,B23
861278,2,5,4,2,6,2,4,25,1,0,1,3,0,3,7,B23
626551,0,4,1,4,0,1,3,51,1,0,0,3,1,3,13,M33
626551,1,4,1,4,0,1,3,55,2,0,0,3,0,3,13,M33
810828,0,2,1,6,4,0,4,62,1,267,1,2,1,2,13,WV14
810828,1,2,1,6,4,0,4,64,2,305,1,1,0,2,13,WV14
660201,0,3,4,5,6,0,4,58,1,489,1,2,1,3,13,WS1
660201,1,3,4,5,6,0,4,60,2,241,1,2,0,3,13,WS1
177130,0,2,1,1,6,0,3,41,1,0,1,3,1,2,12,WA3
927796,0,2,3,7,2,0,4,70,1,289,1,3,1,2,13,B34
927796,1,2,3,7,2,0,4,69,2,235,1,2,0,2,13,B34
967530,0,1,3,7,0,0,4,71,1,273,1,4,1,1,13,B92
216794,0,4,1,5,7,0,4,59,1,230,7,2,1,4,11,B28
216794,1,4,1,5,7,0,4,62,2,216,7,1,0,4,11,B28
216794,4,4,1,5,7,0,4,28,2,0,7,3,0,4,11,B28
216794,5,4,1,5,7,0,4,87,1,0,7,0,0,4,11,B28
349818,0,2,5,6,2,0,4,58,2,432,1,2,1,2,13,B8
5502,0,3,3,4,4,1,4,44,1,241,1,2,1,2,13,B44
891021,0,2,1,7,3,0,3,83,2,225,1,2,1,2,13,M26
891021,1,2,1,7,3,0,3,71,1,263,1,1,0,2,13,M26
970001,0,6,5,4,2,1,3,69,2,300,5,3,1,5,13,M14
970001,1,6,5,4,2,1,3,55,1,311,5,2,0,5,13,M14
970001,2,6,5,4,2,1,3,82,1,282,5,2,0,5,13,M14
970001,3,6,5,4,2,1,3,18,1,182,5,1,0,5,13,M14
970001,4,6,5,4,2,1,3,16,2,192,5,4,0,5,13,M14
986325,0,3,5,4,3,1,4,57,2,268,1,2,1,2,5,DY4
986325,1,3,5,4,3,1,4,53,1,363,1,2,0,2,5,DY4
514188,0,2,4,7,2,0,4,67,1,260,1,2,1,2,13,B37
250974,0,1,6,6,2,0,4,56,2,339,1,2,1,1,13,B61
969546,0,2,5,6,0,0,4,45,1,260,1,2,1,2,13,B37
969546,2,2,5,6,0,0,4,61,2,419,1,2,0,2,13,B37
193205,0,3,3,4,5,1,3,46,1,0,1,3,1,2,13,OL2
956330,0,4,3,4,4,2,3,49,1,273,1,3,1,2,9,OL12
956330,1,4,3,4,4,2,3,53,2,233,1,1,0,2,9,OL12
641193,0,1,1,1,4,0,3,40,2,341,1,3,1,1,12,M28
71321,0,3,4,5,4,0,3,55,1,373,1,2,1,3,12,M33
71321,1,3,4,5,4,0,3,58,2,0,1,2,0,3,12,M33
71321,3,3,4,5,4,0,3,21,1,0,1,3,0,3,12,M33
152835,0,1,5,7,1,0,4,68,2,247,1,1,1,1,13,B30
933742,0,2,4,7,2,0,3,81,1,261,1,1,1,2,13,M26
933742,1,2,4,7,2,0,3,77,2,242,1,1,0,2,13,M26
322741,0,2,1,7,0,0,4,83,1,255,1,2,1,2,13,B43
322741,1,2,1,7,0,0,4,85,2,270,1,2,0,2,13,B43
118414,0,1,5,6,4,0,3,64,1,287,9,2,1,1,13,M18
461361,0,2,3,6,0,0,4,56,1,0,1,2,1,2,13,DY3
933172,0,1,3,6,3,0,4,53,1,278,1,2,1,1,12,B23
368615,0,2,1,7,0,0,3,81,1,177,1,2,1,2,13,WA15
773224,0,2,3,6,4,0,4,61,1,336,14,3,1,2,7,B24
773224,1,2,3,6,4,0,4,28,2,281,14,2,0,2,7,B24
196247,0,1,3,7,2,0,4,70,1,240,1,3,1,1,12,DY5
894934,0,2,5,7,3,0,4,66,2,271,2,1,1,2,8,B75
689063,0,2,3,7,0,0,4,80,1,236,1,2,1,2,13,B31
689063,1,2,3,7,0,0,4,75,2,240,1,3,0,2,13,B31
892030,0,1,3,7,2,0,4,81,1,344,1,2,1,1,4,B33
735042,0,2,1,7,4,0,4,80,1,301,1,3,1,2,12,B73
735042,1,2,1,7,4,0,4,82,2,358,1,3,0,2,12,B73
945840,0,1,3,6,4,0,3,59,1,0,0,2,1,1,4,BL9
975394,0,1,6,7,2,0,3,68,1,249,1,2,1,1,13,OL1
256507,0,4,4,4,2,1,3,50,1,0,3,3,1,3,11,BL3
256507,1,4,4,4,2,1,3,42,2,0,3,1,0,3,11,BL3
256507,2,4,4,4,2,1,3,20,1,0,3,4,0,3,11,BL3
256507,3,4,4,4,2,1,3,15,2,0,3,4,0,3,11,BL3
670003,0,6,4,3,7,3,4,43,1,213,1,2,1,3,13,B61
670003,1,6,4,3,7,3,4,44,2,263,1,2,0,3,13,B61
404035,0,4,3,4,8,1,4,45,1,364,15,3,1,3,12,B74
404035,1,4,3,4,8,1,4,47,2,255,15,3,0,3,12,B74
404035,2,4,3,4,8,1,4,16,2,228,15,2,0,3,12,B74
850127,0,1,1,6,0,0,4,61,2,283,1,3,1,1,13,B65
920112,0,2,1,7,4,0,4,81,1,264,1,1,1,2,12,B72
920112,1,2,1,7,4,0,4,83,2,273,1,2,0,2,12,B72
709780,0,1,5,6,2,0,4,62,1,311,1,1,1,1,13,B33
261501,0,4,3,4,6,2,4,39,1,0,1,2,1,2,13,B74
261501,1,4,3,4,6,2,4,43,2,0,1,2,0,2,13,B74
974172,0,2,6,7,3,0,4,73,2,312,1,1,1,2,13,B35
974172,1,2,6,7,3,0,4,69,1,295,1,1,0,2,13,B35
908497,0,2,1,7,3,0,4,88,1,220,1,1,1,2,13,B76
908497,1,2,1,7,3,0,4,94,2,214,1,1,0,2,13,B76
433345,0,3,5,4,4,1,4,45,1,251,0,3,1,2,12,B71
433345,1,3,5,4,4,1,4,57,2,284,0,2,0,2,12,B71
433345,2,3,5,4,4,1,4,14,2,0,0,4,0,2,12,B71
266037,0,6,4,4,4,1,4,53,1,233,4,3,1,5,13,B68
266037,1,6,4,4,4,1,4,53,2,258,4,3,0,5,13,B68
183758,0,4,3,4,7,2,4,39,1,333,1,2,1,2,13,WS2
183758,1,4,3,4,7,2,4,41,2,250,1,2,0,2,13,WS2
183758,2,4,3,4,7,2,4,13,2,0,1,4,0,2,13,WS2
633448,0,4,3,3,0,2,4,45,1,0,1,3,1,2,10,B66
633448,1,4,3,3,0,2,4,56,2,0,1,1,0,2,10,B66
418575,1,4,1,3,8,2,3,37,2,254,1,2,1,2,8,M27
748439,0,2,1,7,3,0,3,83,2,267,1,3,1,2,12,M33
748439,1,2,1,7,3,0,3,79,1,232,1,2,0,2,12,M33
315626,0,2,1,6,0,0,3,59,1,296,1,2,1,2,10,M33
315626,1,2,1,6,0,0,3,61,2,243,1,2,0,2,10,M33
590616,0,2,1,7,2,0,4,74,1,204,1,3,1,2,13,WS5
806200,0,1,1,7,8,0,4,69,1,232,1,2,1,1,8,B74
416699,0,5,1,4,4,1,3,50,1,0,1,3,1,4,13,M21
416699,1,5,1,4,4,1,3,53,2,263,1,3,0,4,13,M21
416699,2,5,1,4,4,1,3,18,1,0,1,4,0,4,13,M21
416699,3,5,1,4,4,1,3,16,1,0,1,4,0,4,13,M21
416699,4,5,1,4,4,1,3,13,1,0,1,4,0,4,13,M21
522585,0,4,3,5,8,0,3,63,1,213,1,3,1,4,13,BL1
522585,1,4,3,5,8,0,3,77,2,231,1,3,0,4,13,BL1
522585,2,4,3,5,8,0,3,36,1,206,1,3,0,4,13,BL1
522585,3,4,3,5,8,0,3,32,2,231,1,3,0,4,13,BL1
957878,0,4,1,5,8,0,3,58,1,260,1,3,1,4,9,M7
957878,1,4,1,5,8,0,3,58,2,0,1,3,0,4,9,M7
957878,2,4,1,5,8,0,3,29,2,0,1,3,0,4,9,M7
497828,0,2,3,6,5,0,4,56,1,0,1,2,1,2,13,WS1
497828,1,2,3,6,5,0,4,56,2,0,1,2,0,2,13,WS1
45669,0,4,3,5,0,0,3,60,1,256,1,2,1,4,12,M38
45669,1,4,3,5,0,0,3,66,1,301,1,1,0,4,12,M38
45669,2,4,3,5,0,0,3,22,2,305,1,3,0,4,12,M38
794441,0,1,3,6,3,0,3,47,1,216,1,2,1,1,1,M33
863383,0,3,3,2,3,1,3,39,1,175,11,3,1,2,3,OL9
233343,0,2,4,7,3,0,3,74,1,0,1,2,1,2,13,M43
233343,1,2,4,7,3,0,3,77,2,0,1,1,0,2,13,M43
353185,0,3,5,5,2,0,4,65,1,0,1,3,1,3,13,B13
353185,1,3,5,5,2,0,4,68,2,0,1,3,0,3,13,B13
865651,0,4,5,4,5,1,3,51,1,261,1,2,1,3,13,M23
615708,0,1,6,7,2,0,3,70,2,318,1,2,1,1,7,M16
445838,1,1,6,7,3,0,3,80,1,266,1,2,1,1,12,M40
463872,0,2,3,7,6,0,3,74,2,227,1,2,1,2,13,M33
463872,1,2,3,7,6,0,3,73,1,228,1,2,0,2,13,M33
24816,0,2,5,7,3,0,4,74,1,339,1,1,1,2,13,B31
24816,1,2,5,7,3,0,4,75,2,286,1,1,0,2,13,B31
240178,0,2,4,7,4,0,3,78,1,250,1,2,1,2,11,OL9
240178,2,2,4,7,4,0,3,61,2,292,1,2,0,2,11,OL9
949231,0,1,3,7,2,0,4,68,1,346,1,2,1,1,13,B17
3269,0,1,6,6,2,0,3,61,1,371,1,3,1,1,13,OL12
971604,0,2,3,7,3,0,4,80,1,272,1,1,1,2,11,B63
971604,1,2,3,7,3,0,4,81,2,275,1,3,0,2,11,B63
847480,0,2,3,7,0,0,4,72,1,388,1,1,1,2,11,B29
847480,1,2,3,7,0,0,4,72,2,300,1,1,0,2,11,B29
717360,0,2,1,7,0,0,4,68,1,298,1,3,1,2,7,B90
956763,0,3,3,5,0,0,4,67,1,262,1,3,1,3,11,B14
956763,1,3,3,5,0,0,4,67,2,283,1,3,0,3,11,B14
367484,0,2,4,7,2,0,3,74,1,360,1,1,1,2,13,M38
367484,1,2,4,7,2,0,3,75,2,378,1,1,0,2,13,M38
560992,0,1,3,7,0,0,3,81,1,234,1,1,1,1,13,OL2
972194,0,1,6,7,1,0,3,74,1,292,1,1,1,1,13,M11
382963,0,3,3,5,5,0,3,54,2,291,1,2,1,3,12,WA3
77848,0,1,3,7,0,0,3,80,1,235,1,2,1,1,13,M26
585044,0,1,3,7,2,0,3,73,1,336,1,2,1,1,12,WA15
351029,0,4,5,5,0,0,3,54,1,0,1,2,1,4,13,OL12
57981,0,2,3,7,2,0,3,72,1,259,1,3,1,2,6,M27
118273,0,1,1,6,2,0,3,61,2,0,1,2,1,1,13,OL16
45012,0,1,3,7,2,0,4,75,1,444,1,1,1,1,7,DY1
684861,0,2,1,6,7,0,4,47,2,288,1,3,1,2,13,B63
684861,1,2,1,6,7,0,4,47,1,293,1,3,0,2,13,B63
885305,0,2,3,6,0,0,4,58,2,316,1,2,1,2,13,WS3
885305,1,2,3,6,0,0,4,64,1,222,1,3,0,2,13,WS3
592006,0,2,1,7,3,0,4,71,2,282,1,2,1,2,13,B45
592006,1,2,1,7,3,0,4,57,1,203,1,3,0,2,13,B45
454628,0,2,5,6,6,0,4,54,1,186,1,2,1,2,13,B36
258835,0,4,4,5,6,0,3,70,2,261,1,2,1,4,11,M27
258835,1,4,4,5,6,0,3,65,1,0,1,2,0,4,11,M27
258835,2,4,4,5,6,0,3,18,2,0,1,4,0,4,11,M27
658591,0,2,3,7,3,0,4,70,1,238,1,1,1,2,13,WV14
658591,1,2,3,7,3,0,4,75,2,341,1,2,0,2,13,WV14
885525,0,2,3,7,5,0,3,70,1,206,1,3,1,2,11,M33
885525,1,2,3,7,5,0,3,44,2,251,1,3,0,2,11,M33
674015,0,1,3,7,4,0,3,75,1,337,1,1,1,1,12,BL8
441017,0,2,5,7,3,0,4,66,1,248,1,3,1,2,13,B45
441017,1,2,5,7,3,0,4,66,2,226,1,1,0,2,13,B45
913197,0,2,5,7,3,0,4,67,1,307,1,2,1,2,13,B23
913197,1,2,5,7,3,0,4,67,2,276,1,1,0,2,13,B23
999366,0,2,4,7,3,0,3,73,1,291,1,1,1,2,11,M30
999366,1,2,4,7,3,0,3,61,2,260,1,2,0,2,11,M30
448374,0,2,3,7,3,0,4,77,1,274,1,2,1,2,13,B37
448374,1,2,3,7,3,0,4,69,2,0,1,1,0,2,13,B37
844870,0,1,3,7,3,0,3,72,1,271,1,2,1,1,13,BL3
848704,0,2,3,7,5,0,4,76,1,382,1,1,1,2,13,B31
848704,1,2,3,7,5,0,4,65,2,441,1,2,0,2,13,B31
793659,0,1,6,7,2,0,4,71,1,283,1,3,1,1,13,B30
871202,0,2,3,7,3,0,3,71,1,271,1,2,1,2,13,OL10
871202,1,2,3,7,3,0,3,80,2,298,1,1,0,2,13,OL10
938997,0,3,3,5,4,0,4,72,1,344,1,2,1,3,13,B29
591634,0,2,3,7,0,0,4,72,2,292,1,2,1,2,13,B76
949408,0,2,4,7,4,0,4,68,1,283,1,2,1,2,13,B63
949408,1,2,4,7,4,0,4,54,2,273,1,2,0,2,13,B63
819799,0,2,3,7,3,0,4,79,1,282,1,2,1,2,13,B28
5799,0,2,1,7,0,0,4,70,1,0,1,3,1,2,13,B32
5799,1,2,1,7,0,0,4,80,2,0,1,3,0,2,13,B32
953241,0,2,1,7,2,0,4,79,1,308,1,1,1,2,13,B78
953241,1,2,1,7,2,0,4,73,2,297,1,3,0,2,13,B78
104768,0,2,3,7,5,0,3,70,1,247,1,2,1,2,13,SK4
104768,1,2,3,7,5,0,3,68,2,301,1,2,0,2,13,SK4
882507,0,2,3,6,2,0,4,46,1,0,1,2,1,2,13,B36
882507,1,2,3,6,2,0,4,24,2,0,1,2,0,2,13,B36
138702,0,2,3,7,3,0,4,79,1,290,2,3,1,2,11,B9
762785,0,5,3,5,0,0,4,69,1,0,1,2,1,5,13,B43
762785,1,5,3,5,0,0,4,74,2,0,1,3,0,5,13,B43
762785,2,5,3,5,0,0,4,32,1,0,1,3,0,5,13,B43
762785,3,5,3,5,0,0,4,29,2,0,1,3,0,5,13,B43
762785,4,5,3,5,0,0,4,26,1,0,1,3,0,5,13,B43
430461,0,2,1,7,2,0,4,70,2,262,1,3,1,2,6,B24
430461,1,2,1,7,2,0,4,66,1,333,1,3,0,2,6,B24
981453,0,4,3,5,0,0,4,40,1,0,1,2,0,4,13,B74
981453,1,4,3,5,0,0,4,72,2,0,1,2,0,4,13,B74
981453,2,4,3,5,0,0,4,70,1,290,1,2,1,4,13,B74
990702,0,5,1,4,6,2,3,43,1,0,1,3,1,3,13,M16
990702,1,5,1,4,6,2,3,44,2,0,1,3,0,3,13,M16
990702,2,5,1,4,6,2,3,19,1,0,1,4,0,3,13,M16
990702,4,5,1,4,6,2,3,15,1,0,1,4,0,3,13,M16
12250,0,1,1,6,0,0,4,51,2,363,4,3,1,1,12,B21
472114,0,2,4,7,4,0,4,77,1,397,1,2,1,2,13,WV13
472114,1,2,4,7,4,0,4,76,2,281,1,1,0,2,13,WV13
924018,0,5,1,5,6,0,4,55,2,284,5,3,1,5,13,B69
924018,1,5,1,5,6,0,4,51,1,248,5,3,0,5,13,B69
399836,0,3,3,5,4,0,3,77,1,317,1,2,1,3,7,BL3
399836,1,3,3,5,4,0,3,56,1,299,1,2,0,3,7,BL3
399836,3,3,3,5,4,0,3,28,1,307,1,2,0,3,7,BL3
852319,0,3,5,5,2,0,3,77,2,279,1,2,1,3,12,BL3
852319,1,3,5,5,2,0,3,60,1,232,1,2,0,3,12,BL3
523348,1,1,3,7,4,0,4,74,2,298,1,2,1,1,13,B31
153589,0,1,4,7,3,0,4,80,2,0,1,2,1,1,13,B90
982165,0,2,3,6,6,0,3,58,1,221,1,2,1,2,13,BL2
982165,1,2,3,6,6,0,3,60,2,0,1,3,0,2,13,BL2
918304,0,1,6,7,1,0,3,74,1,0,1,2,1,1,13,M9
559750,0,4,1,4,8,2,4,50,2,278,1,3,0,2,13,B94
559750,1,4,1,4,8,2,4,53,1,203,1,2,1,2,13,B94
559750,2,4,1,4,8,2,4,13,2,0,1,4,0,2,13,B94
445226,0,1,4,7,2,0,3,82,1,278,1,2,1,1,13,BL1
380578,0,2,4,7,0,0,3,79,1,344,1,2,1,2,13,BL9
380578,1,2,4,7,0,0,3,83,2,244,1,1,0,2,13,BL9
191861,0,2,5,7,2,0,3,78,1,200,1,2,1,2,13,M44
399690,0,2,4,7,2,0,3,81,2,319,1,2,1,2,13,OL12
399690,1,2,4,7,2,0,3,81,1,232,1,1,0,2,13,OL12
733172,0,1,3,7,2,0,3,76,1,288,1,2,1,1,13,OL11
720952,0,2,3,7,3,0,3,80,1,262,1,1,1,2,13,OL4
720952,1,2,3,7,3,0,3,82,2,225,1,2,0,2,13,OL4
239560,0,2,3,7,2,0,4,77,1,235,1,1,1,2,4,B38
239560,1,2,3,7,2,0,4,25,1,0,1,3,0,2,4,B38
109084,0,3,1,1,3,0,3,59,2,311,5,3,0,3,9,OL12
109084,1,3,1,1,3,0,3,33,1,247,5,3,1,3,9,OL12
573054,0,1,3,6,8,0,3,56,1,230,1,3,1,1,13,OL9
447981,0,3,4,5,8,0,3,61,2,406,1,2,1,3,13,OL10
447981,4,3,4,5,8,0,3,57,1,275,1,2,0,3,13,OL10
447981,5,3,4,5,8,0,3,24,1,0,1,3,0,3,13,OL10
516822,0,2,3,7,4,0,4,69,1,269,1,2,1,2,13,B60
516822,1,2,3,7,4,0,4,68,2,261,1,3,0,2,13,B60
453284,0,4,3,5,0,0,3,57,2,0,1,1,1,4,11,OL2
453284,1,4,3,5,0,0,3,56,1,0,1,2,0,4,11,OL2
453284,2,4,3,5,0,0,3,25,1,0,1,3,0,4,11,OL2
892277,0,2,4,6,6,0,4,55,2,289,4,3,0,2,13,DY1
892277,1,2,4,6,6,0,4,53,1,350,4,3,1,2,13,DY1
239052,0,5,6,3,1,2,4,61,1,371,1,3,1,3,13,B36
239052,2,5,6,3,1,2,4,29,1,252,1,3,0,3,13,B36
431052,0,2,1,6,3,0,4,61,1,232,1,2,1,2,5,B98
234174,0,1,3,6,2,0,3,57,1,248,1,2,1,1,13,M27
806125,0,2,3,7,4,0,4,66,1,343,1,2,1,2,10,WS9
580324,0,2,1,7,5,0,4,71,1,246,1,2,1,2,12,DY3
580324,1,2,1,7,5,0,4,72,2,296,1,3,0,2,12,DY3
660085,0,2,3,6,0,0,4,61,2,326,1,2,1,2,11,B30
660085,1,2,3,6,0,0,4,48,1,346,1,2,0,2,11,B30
557759,0,2,6,7,3,0,3,78,1,245,1,2,1,2,13,M9
557759,1,2,6,7,3,0,3,76,2,240,1,3,0,2,13,M9
932193,0,4,3,5,5,0,4,57,2,0,1,2,1,4,12,B38
932193,1,4,3,5,5,0,4,57,1,0,1,2,0,4,12,B38
932193,2,4,3,5,5,0,4,35,2,0,1,2,0,4,12,B38
932193,3,4,3,5,5,0,4,32,2,0,1,3,0,4,12,B38
613562,0,2,3,7,3,0,4,76,1,308,1,2,1,2,12,B67
265848,0,3,1,4,6,1,3,54,2,229,1,2,1,2,13,SK4
412220,1,2,4,7,4,0,4,53,2,375,1,2,0,2,13,B98
45126,0,2,1,7,0,0,4,83,1,319,1,1,1,2,13,B26
45126,1,2,1,7,0,0,4,86,2,238,1,2,0,2,13,B26
526243,0,3,1,5,4,0,3,72,1,364,1,2,1,3,13,BL9
404143,0,4,3,5,4,0,3,54,1,243,1,3,1,4,13,BL2
404143,1,4,3,5,4,0,3,56,2,241,1,3,0,4,13,BL2
599382,0,2,3,6,7,0,3,54,2,286,4,3,1,2,10,M19
599382,1,2,3,6,7,0,3,54,1,216,4,3,0,2,10,M19
754992,0,2,1,7,5,0,4,70,2,277,1,3,1,2,13,B90
754992,1,2,1,7,5,0,4,65,1,228,1,3,0,2,13,B90
672696,0,4,3,4,3,1,4,50,1,361,1,3,1,3,9,B68
971396,0,2,5,6,0,0,3,53,1,280,1,2,1,2,13,M33
971396,2,2,5,6,0,0,3,69,2,263,1,2,0,2,13,M33
122201,0,5,1,5,0,0,4,51,1,0,0,3,1,5,11,B16
122201,5,5,1,5,0,0,4,30,2,0,0,3,0,5,11,B16
122201,6,5,1,5,0,0,4,39,2,0,0,3,0,5,11,B16
384790,0,2,5,6,6,0,4,54,1,274,8,1,1,2,13,B30
384790,1,2,5,6,6,0,4,33,2,0,8,3,0,2,13,B30
84259,0,2,1,6,8,0,4,54,1,185,1,3,1,2,13,DY4
84259,1,2,1,6,8,0,4,84,1,210,1,1,0,2,13,DY4
299476,0,4,3,2,8,2,3,45,2,227,1,3,1,2,13,M33
618618,0,2,3,7,2,0,3,66,1,0,1,3,1,2,13,OL12
618618,1,2,3,7,2,0,3,68,2,0,1,3,0,2,13,OL12
879515,0,4,1,5,8,0,4,52,1,0,1,2,1,4,12,B98
879515,1,4,1,5,8,0,4,52,2,0,1,2,0,4,12,B98
799252,0,2,3,6,5,0,3,53,2,0,1,2,1,2,13,M22
799252,1,2,3,6,5,0,3,54,1,0,1,2,0,2,13,M22
371823,0,1,3,6,2,0,3,55,1,223,15,3,1,1,12,M1
745595,0,4,5,5,0,0,3,57,1,0,1,3,1,4,3,M24
745595,1,4,5,5,0,0,3,59,2,0,1,3,0,4,3,M24
745595,3,4,5,5,0,0,3,82,1,0,1,1,0,4,3,M24
745595,4,4,5,5,0,0,3,32,2,0,1,3,0,4,3,M24
249381,0,2,4,6,0,0,4,62,1,438,1,2,1,2,13,B63
249381,1,2,4,6,0,0,4,65,2,387,1,2,0,2,13,B63
684290,0,8,6,2,4,5,3,53,1,278,99,2,1,3,13,M30
684290,1,8,6,2,4,5,3,56,2,250,99,2,0,3,13,M30
24480,0,1,5,7,2,0,4,71,2,222,1,2,1,1,13,DY5
707106,0,3,4,5,0,0,3,60,2,303,1,2,1,3,13,M30
707106,1,3,4,5,0,0,3,55,1,230,1,1,0,3,13,M30
26133,1,2,3,6,5,0,4,52,1,313,1,3,1,2,3,B44
357681,0,5,4,3,4,2,3,57,2,330,1,2,1,3,12,M22
52640,0,2,3,6,5,0,4,61,2,293,1,2,1,2,12,DY9
52640,1,2,3,6,5,0,4,62,1,285,1,2,0,2,12,DY9
258511,0,1,3,6,0,0,4,63,2,0,12,2,1,1,7,B27
830697,0,1,6,7,1,0,4,66,2,201,1,2,1,1,8,B43
996255,0,3,1,5,5,0,4,57,1,233,4,3,1,3,13,B92
303006,0,4,4,3,5,1,3,64,2,312,1,2,0,3,5,OL4
303006,3,4,4,3,5,1,3,61,1,378,1,2,1,3,5,OL4
693688,0,2,3,6,7,0,3,57,2,285,1,3,1,2,13,OL6
693688,1,2,3,6,7,0,3,62,1,287,1,2,0,2,13,OL6
405574,0,2,3,6,3,0,4,63,1,299,1,2,1,2,13,B78
127286,0,2,1,6,8,0,3,60,2,324,1,3,1,2,13,M4
505726,0,2,3,7,4,0,3,66,2,229,1,3,1,2,13,OL11
505726,1,2,3,7,4,0,3,62,1,0,1,3,0,2,13,OL11
915979,0,1,1,7,2,0,3,67,1,0,1,3,1,1,13,M23
732464,0,3,5,5,0,0,4,55,1,263,8,2,1,3,13,B74
732464,1,3,5,5,0,0,4,59,2,296,8,1,0,3,13,B74
732464,2,3,5,5,0,0,4,25,2,287,8,2,0,3,13,B74
435477,0,3,4,5,0,0,4,57,1,0,1,1,1,3,12,B45
788935,0,2,5,6,4,0,4,59,1,0,1,2,1,2,13,B67
788935,1,2,5,6,4,0,4,67,2,0,1,2,0,2,13,B67
718098,0,2,5,7,2,0,3,66,1,279,1,1,1,2,13,M23
718098,1,2,5,7,2,0,3,26,2,226,1,1,0,2,13,M23
354041,0,3,4,5,0,0,3,59,1,281,1,3,1,3,9,BL5
354041,1,3,4,5,0,0,3,66,2,0,1,2,0,3,9,BL5
682517,0,2,6,7,2,0,3,69,1,268,1,1,1,2,13,OL16
682517,1,2,6,7,2,0,3,75,2,271,1,1,0,2,13,OL16
60167,0,2,1,7,0,0,4,73,1,272,1,4,1,2,12,B75
916319,0,2,3,6,8,0,4,50,1,428,1,1,1,2,13,DY5
916319,1,2,3,6,8,0,4,48,2,299,1,3,0,2,13,DY5
100370,0,3,3,5,6,0,3,60,2,241,11,3,1,3,8,OL11
100370,2,3,3,5,6,0,3,33,2,247,11,3,0,3,8,OL11
649128,0,2,3,7,3,0,4,67,2,338,1,2,1,2,10,B65
649128,1,2,3,7,3,0,4,58,1,449,1,1,0,2,10,B65
281871,0,4,1,5,8,0,3,52,2,0,1,3,1,4,11,WA3
281871,1,4,1,5,8,0,3,49,1,0,1,3,0,4,11,WA3
995451,0,3,1,4,8,1,4,55,1,446,1,3,1,2,11,B68
136707,0,2,4,6,5,0,3,58,2,277,1,2,1,2,13,OL2
136707,1,2,4,6,5,0,3,60,1,275,1,2,0,2,13,OL2
